No.,Time,Source,Destination,Protocol,Length,Info
50,0.09651411,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
51,0.100170408,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
52,0.10060633,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
53,0.104061361,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
54,0.104500413,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
55,0.108164779,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
56,0.10856665,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
57,0.112060062,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
58,0.112475059,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
59,0.116095693,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
60,0.116536456,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
61,0.120141146,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
62,0.12053923,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
63,0.124149581,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
64,0.12455124,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
65,0.128136696,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
66,0.128512528,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
67,0.132153209,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
68,0.132531372,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
69,0.136169337,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
70,0.136574507,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
71,0.140144454,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
72,0.140545628,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
73,0.144068862,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
74,0.144505135,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
75,0.148146477,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
76,0.148522468,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
77,0.152162712,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
78,0.152568195,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
79,0.156166745,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
80,0.156565118,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
81,0.16006981,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
82,0.16047229,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
83,0.16415251,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
84,0.164554086,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
85,0.16816388,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
86,0.168599884,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
87,0.172178154,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
88,0.172580322,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
89,0.176083046,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
90,0.176493908,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
91,0.18017217,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
92,0.180573877,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
93,0.184225121,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
94,0.184632327,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
95,0.18816489,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
96,0.188565173,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
97,0.19213971,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
98,0.192512714,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
99,0.196103068,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
100,0.196484258,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
101,0.20001317,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
102,0.200218173,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
103,0.204101015,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
104,0.204420918,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
105,0.208108391,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
106,0.208485818,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
107,0.21200564,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
108,0.212402048,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
109,0.21604044,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
110,0.216441083,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
111,0.220063547,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
112,0.220499765,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
113,0.224064548,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
114,0.224498719,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
115,0.228062804,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
116,0.228521726,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
117,0.232002687,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
118,0.232436686,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
119,0.23607857,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
120,0.236479762,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
121,0.240065111,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
122,0.240497998,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
123,0.244071186,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
124,0.244505356,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
125,0.248062814,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
126,0.248500442,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
127,0.252065522,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
128,0.252511849,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
129,0.256069469,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
130,0.25652334,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
131,0.260066563,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
132,0.260502989,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
133,0.264069523,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
134,0.264504419,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
135,0.268065926,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
136,0.268499592,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
137,0.272070776,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
138,0.272501629,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
139,0.276072224,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
140,0.276506767,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
141,0.28006907,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
142,0.280503227,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
143,0.284071541,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
144,0.284501447,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
145,0.288067847,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
146,0.288500725,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
147,0.292067991,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
148,0.292507152,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
149,0.296070075,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
150,0.296504714,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
151,0.300107026,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
152,0.300541776,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
153,0.304094266,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
154,0.304526968,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
155,0.308079301,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
156,0.308511676,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
157,0.312075859,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
158,0.312511009,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
159,0.31607346,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
160,0.316510483,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
161,0.320178731,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
162,0.320623669,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
163,0.324222622,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
164,0.324624239,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
165,0.328167808,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
166,0.328570035,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
167,0.332170606,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
168,0.332572605,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
169,0.336171645,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
170,0.336543559,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
171,0.340074679,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
172,0.340498446,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
173,0.344182311,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
174,0.344537272,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
175,0.348226106,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
176,0.348581524,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
177,0.35218158,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
178,0.35256052,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
179,0.356176076,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
180,0.356534668,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
181,0.360172421,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
182,0.360535866,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
183,0.364182593,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
184,0.364525081,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
185,0.368123198,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
186,0.368469388,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
187,0.372226734,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
188,0.372559178,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
189,0.376221182,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
190,0.376573351,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
191,0.380171818,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
192,0.380507667,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
193,0.384172673,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
194,0.384549691,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
195,0.388237334,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
196,0.388595231,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
197,0.3921658,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
198,0.392495946,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
199,0.396231941,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
200,0.3965867,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
201,0.400175853,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
202,0.40053372,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
203,0.404227505,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
204,0.404586112,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
205,0.408168257,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
206,0.408468686,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
207,0.412192581,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
208,0.412494711,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
209,0.416184328,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
210,0.416500042,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
211,0.420188501,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
212,0.420519846,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
213,0.424183385,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
214,0.424516908,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
215,0.428237948,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
216,0.428598648,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
217,0.432118224,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
218,0.43244718,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
219,0.436181301,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
220,0.436515729,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
221,0.440133139,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
222,0.440464913,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
223,0.444227287,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
224,0.444559154,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
225,0.44817493,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
226,0.448489391,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
227,0.452184159,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
228,0.452555144,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
229,0.456186967,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
230,0.456469955,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
231,0.46011865,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
232,0.46040401,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
233,0.464094688,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
234,0.46442829,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
235,0.468039283,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
236,0.468435072,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
237,0.472135454,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
238,0.472370829,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
239,0.476129533,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
240,0.476359893,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
241,0.48015054,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
242,0.480364603,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
243,0.48415397,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
244,0.484401825,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
245,0.488017936,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
246,0.488223378,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
247,0.492093022,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
248,0.492277816,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
249,0.496008799,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
250,0.49619694,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
251,0.500132455,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
252,0.500332348,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
253,0.504126115,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
254,0.504351758,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
255,0.508145858,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
256,0.508349819,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
257,0.51212546,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
258,0.512320893,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
259,0.516126474,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
260,0.516415381,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
261,0.520133385,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
262,0.520433054,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
263,0.524115907,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
264,0.524438654,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
265,0.528123331,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
266,0.528382077,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
267,0.532132992,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
268,0.532362974,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
269,0.536019145,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
270,0.536220769,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
271,0.54013681,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
272,0.540424869,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
273,0.54413761,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
274,0.544416861,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
275,0.54810283,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
276,0.548379707,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
277,0.552111179,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
278,0.552426577,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
279,0.556125303,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
280,0.556418315,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
281,0.56012749,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
282,0.560416726,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
283,0.564095585,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
284,0.56439095,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
285,0.568134637,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
286,0.568515804,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
287,0.572075474,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
288,0.572474104,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
289,0.576082937,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
290,0.576523276,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
291,0.580037191,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
292,0.580465738,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
293,0.584133422,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
294,0.584526043,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
295,0.588075134,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
296,0.588441415,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
297,0.592054695,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
298,0.592469736,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
299,0.596111564,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
300,0.596522441,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
301,0.600207616,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
302,0.600548224,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
303,0.60411126,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
304,0.604553319,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
305,0.608030079,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
306,0.608423889,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
307,0.612116605,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
308,0.612505537,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
309,0.616225567,192.168.38.1,192.168.38.11,UDP,1488,7582  >  7582 Len=1446
310,0.616548262,192.168.38.11,192.168.38.1,UDP,1488,7582  >  7582 Len=1446
